Symbol,CompanyName,MarketCap,Sector,Industry,DividendYield,Beta
LCAR,Lescarden Inc.,$222.7K,Health Care,Pharmaceuticals,--,-1.5
LCDX,Caliber Imaging & Diagnostics Inc,$4.3M,Health Care,Health Care Equipment & Supplies,--,+1.4
LCI,"Lannett Company, Inc.",$275.6M,Health Care,Pharmaceuticals,--,+1.1
LCII,LCI Industries,$3.3B,Consumer Discretionary,Auto Components,2.34%,+1.6
LCNB,LCNB Corp.,$186.2M,Financials,Banks,5.33%,+0.9
LCTX,Lineage Cell Therapeutics Inc,$307.4M,Health Care,Biotechnology,--,+2.0
LCUT,Lifetime Brands Inc,$323.9M,Consumer Discretionary,Household Durables,1.15%,+1.4
LDL,"Lydall, Inc.",$541.0M,Industrials,Machinery,--,+3.0
LDOS,Leidos Holdings Inc,$14.5B,Information Technology,IT Services,1.33%,+1.0
LE,"Lands' End, Inc.",$711.8M,Consumer Discretionary,Internet & Direct Marketing Retail,--,+2.7
LEA,Lear Corporation,$9.6B,Consumer Discretionary,Auto Components,0.64%,+1.6
LEAF,Leaf Group Ltd,$159.0M,Consumer Discretionary,Internet & Direct Marketing Retail,--,+1.9
LEAI,Legacy Education Alliance Inc,$2.3M,Consumer Discretionary,Diversified Consumer Services,--,+1.9
LEAT,Leatt Corp,$39.9M,Consumer Discretionary,Leisure Products,--,+1.5
LECO,"Lincoln Electric Holdings, Inc.",$6.9B,Industrials,Machinery,1.79%,+1.2
LEDS,SemiLEDs Corporation,$13.6M,Information Technology,Semiconductors & Semiconductor Equipment,--,+1.7
LEE,"Lee Enterprises, Incorporated",$76.4M,Communication Services,Media,--,+1.5
LEG,"Leggett & Platt, Inc.",$5.7B,Consumer Discretionary,Household Durables,3.69%,+1.5
LEGH,Legacy Housing Corp,$361.7M,Consumer Discretionary,Household Durables,--,--
LEJU,Leju Holdings Ltd (ADR),$324.4M,Consumer Discretionary,Internet & Direct Marketing Retail,--,+1.1
LEN,Lennar Corporation,$20.5B,Consumer Discretionary,Household Durables,1.35%,+1.5
LEN.B,LENNAR CORP,$2.2B,Consumer Discretionary,Household Durables,1.67%,+1.5
LENSF,Presbia PLC,$172.3K,Health Care,Health Care Equipment & Supplies,--,+4.7
LEVL,Level One Bancorp Inc,$153.2M,Financials,Banks,1.00%,--
LFAP,LGBTQ Loyalty Holdings Inc,$1.2M,Information Technology,Software,--,+7.1
LFC,China Life Insurance Co Ltd (ADR),$16.2B,Financials,Insurance,4.74%,+1.1
LFER,Life On Earth Inc,$1.3M,Consumer Staples,Food & Staples Retailing,--,+1.9
LFIN,Longfin Corp,$19.4M,Financials,Capital Markets,--,--
LFPI,"Lifepoint, Inc.",$357.3K,Health Care,Health Care Providers & Services,--,--
LFT,Lument Finance Trust Inc,$80.6M,Financials,Mortgage Real Estate Investment Trusts (REITs),11.92%,+1.3
LFVN,LifeVantage Corp,$138.7M,Consumer Staples,Personal Products,--,+1.4
LGF.A,Lions Gate Entertainment Corp. (USA),$953.0M,Communication Services,Entertainment,--,+1.9
LGF.B,LIONS GATE ENTERTAINMENT CP,$1.4B,Communication Services,Entertainment,--,+1.9
LGIH,LGI Homes Inc,$2.7B,Consumer Discretionary,Household Durables,--,+1.4
LGIQ,Logiq Inc,$138.8M,Information Technology,Software,--,+2.3
LGND,Ligand Pharmaceuticals Inc.,$1.6B,Health Care,Biotechnology,--,+1.5
LH,Laboratory Corp. of America Holdings,$20.2B,Health Care,Health Care Providers & Services,--,+1.1
LHCG,"LHC Group, Inc.",$6.9B,Health Care,Health Care Providers & Services,--,+0.4
LHX,L3Harris Technologies Inc,$38.0B,Industrials,Aerospace & Defense,1.88%,+0.8
LICT,LICT Corporation,$356.0M,Communication Services,Diversified Telecommunication Services,--,+0.5
LIFE,aTyr Pharma Inc,$37.9M,Health Care,Biotechnology,--,+2.0
LII,Lennox International Inc.,$10.3B,Industrials,Building Products,1.15%,+0.8
LILA,Liberty Latin America Ltd,$533.5M,Communication Services,Media,--,--
LIN,Linde PLC,$136.7B,Materials,Chemicals,1.49%,+0.8
LINC,Lincoln Educational Services Corp,$172.4M,Consumer Discretionary,Diversified Consumer Services,--,+1.0
LIQDQ,Liquid Holdings Group Inc,$91.1K,Information Technology,Software,--,+0.6
LIQT,LiqTech International Inc,$167.4M,Industrials,Machinery,--,+0.9
LITB,Lightinthebox Holding Co Ltd-ADR,$270.5M,Consumer Discretionary,Internet & Direct Marketing Retail,--,+0.6
LIVC,Live Current Media Inc.,$1.4M,Information Technology,IT Services,--,+0.6
LIVE,Live Ventures Inc,$22.2M,Consumer Discretionary,Household Durables,--,+1.2
LIVN,LivaNova PLC,$3.1B,Health Care,Health Care Equipment & Supplies,--,+0.8
LIVX,Livexlive Media Inc,$256.5M,Communication Services,Entertainment,--,+1.8
LIXT,Lixte Biotechnology Holdings Inc,$40.6M,Health Care,Biotechnology,--,-1.3
LJPC,La Jolla Pharmaceutical Company,$108.4M,Health Care,Biotechnology,--,+2.7
LKAI,LKA Gold Inc,$1.4M,Materials,Metals & Mining,--,+0.7
LKCO,Luokung Technology Corp,$151.6M,Communication Services,Interactive Media & Services,--,--
LKFN,Lakeland Financial Corporation,$1.4B,Financials,Banks,2.23%,+0.9
LKQ,LKQ Corporation,$10.6B,Consumer Discretionary,Distributors,--,+1.7
LKSDQ,LSC Communications Inc,$1.0M,Industrials,Commercial Services & Supplies,--,+5.4
LKST,Looksmart Group Inc,$81.5K,Communication Services,Interactive Media & Services,--,--
LL,Lumber Liquidators Holdings Inc,$889.6M,Consumer Discretionary,Specialty Retail,--,+2.6
LLIT,Lianluo Smart Ltd,$15.4M,Health Care,Health Care Equipment & Supplies,--,+0.0
LLNW,"Limelight Networks, Inc.",$525.2M,Information Technology,IT Services,--,+0.6
LLY,Eli Lilly And Co,$157.5B,Health Care,Pharmaceuticals,2.05%,+0.4
LMAT,LeMaitre Vascular Inc,$838.9M,Health Care,Health Care Equipment & Supplies,0.95%,+1.4
LMB,Limbach Holdings Inc,$96.6M,Industrials,Construction & Engineering,--,+1.1
LMDCF,Lingo Media Corp,$2.2M,Communication Services,Media,--,+1.8
LMFA,LM Funding America Inc,$11.2M,Financials,Diversified Financial Services,--,+1.7
LMNL,Liminal BioSciences Inc,$124.6M,Health Care,Biotechnology,--,+1.8
LMNR,Limoneira Company,$294.1M,Consumer Staples,Food Products,1.83%,+1.0
LMNX,Luminex Corporation,$1.2B,Health Care,Life Sciences Tools & Services,1.65%,+0.6
LMPX,LMP Automotive Holdings Inc,$246.9M,Consumer Discretionary,Specialty Retail,--,--
LMRK,Landmark Infrastructure Partners LP,$293.0M,Real Estate,Real Estate Management & Development,7.30%,+1.0
LMRKN,Landmark Infrastructure Partners LP,--,Real Estate,Real Estate Management & Development,6.81%,--
LMRKO,Landmark Infrastructure Partners LP,--,Real Estate,Real Estate Management & Development,7.83%,--
LMRKP,Landmark Infrastructure Partners LP,--,Real Estate,Real Estate Management & Development,7.95%,--
LMST,Limestone Bancorp Inc,$90.0M,Financials,Banks,--,+0.8
LMT,Lockheed Martin Corporation,$97.3B,Industrials,Aerospace & Defense,3.02%,+0.9
LMTI,Laser Master International Inc,$585.4K,Industrials,Commercial Services & Supplies,--,--
LN,Line Corp (ADR),$12.7B,Communication Services,Interactive Media & Services,--,+0.6
LNC,Lincoln National Corporation,$9.6B,Financials,Insurance,3.44%,+2.2
LNCLF,LINCOLN GOLD MINING INC,$3.2M,Materials,Metals & Mining,--,+1.7
LNDC,Landec Corporation,$331.9M,Consumer Staples,Food Products,--,+1.1
LNGB,Kaopu Group Inc,$145.2M,Consumer Discretionary,Diversified Consumer Services,--,--
LNGYF,ESREY RESOURCES LTD,$100.2K,Materials,Metals & Mining,--,+3.0
LNN,Lindsay Corporation,$1.4B,Industrials,Machinery,1.00%,+0.3
LNT,Alliant Energy Corporation,$12.6B,Utilities,Electric Utilities,3.01%,+0.3
LNTH,Lantheus Holdings Inc,$937.5M,Health Care,Health Care Equipment & Supplies,--,+1.1
LOAN,Manhattan Bridge Capital Inc.,$49.2M,Financials,Mortgage Real Estate Investment Trusts (REITs),8.76%,+0.7
LOB,Live Oak Bancshares Inc,$1.8B,Financials,Banks,0.27%,+1.3
LOCMQ,Local Corp,$77.8K,Communication Services,Interactive Media & Services,--,+7.6
LODE,Comstock Mining Inc,$38.4M,Materials,Metals & Mining,--,+1.5
LOGC,LogicBio Therapeutics Inc,$261.9M,Health Care,Biotechnology,--,--
LOMA,Loma Negra Compania Indl Argntna SA-ADR,$693.2M,Materials,Construction Materials,9.09%,--
LOOP,Loop Industries Inc,$380.8M,Materials,Chemicals,--,+0.9
LOPE,Grand Canyon Education Inc,$4.3B,Consumer Discretionary,Diversified Consumer Services,--,+0.6
LORL,Loral Space & Communications Inc,$445.5M,Communication Services,Media,--,+1.9
LOV,Spark Networks SE (ADR),$138.2M,Communication Services,Interactive Media & Services,--,--
LOVE,Lovesac Co,$617.1M,Consumer Discretionary,Household Durables,--,--
LOVV,Love International Group Inc,$100.0M,Consumer Discretionary,Internet & Direct Marketing Retail,--,--
LOW,Lowe`s Companies Inc,$117.9B,Consumer Discretionary,Specialty Retail,1.50%,+1.4
LPBC,Lincoln Park Bancorp,$12.2M,Financials,Thrifts & Mortgage Finance,--,+0.5
LPCN,Lipocine Inc,$94.6M,Health Care,Pharmaceuticals,--,+0.6
LPKGF,LUPAKA GOLD CORP,$5.5M,Materials,Metals & Mining,--,+1.3
LPLA,LPL Financial Holdings Inc,$8.2B,Financials,Capital Markets,0.97%,+1.4
LPSN,"LivePerson, Inc.",$4.1B,Information Technology,Software,--,+1.3
LPTI,"Longport, Inc.",$40.4K,Health Care,Biotechnology,--,+0.7
LPTX,Leap Therapeutics Inc,$128.9M,Health Care,Biotechnology,--,+1.4
LPX,Louisiana-Pacific Corporation,$4.1B,Materials,Paper & Forest Products,1.57%,+1.8
LQDA,Liquidia Corp,$126.9M,Health Care,Pharmaceuticals,--,--
LQDT,"Liquidity Services, Inc.",$563.8M,Consumer Discretionary,Internet & Direct Marketing Retail,--,+1.2
LQMT,Liquidmetal Technologies Inc,$77.0M,Materials,Metals & Mining,--,+1.5
LQSIF,ALCANNA INC,$199.0M,Consumer Staples,Food & Staples Retailing,--,+1.7
LQWC,LifeQuest World Corp,$17.6M,Consumer Staples,Personal Products,--,+2.6
LRAXF,LARA EXPLORATION LTD,$23.2M,Materials,Metals & Mining,--,+0.7
LRCX,Lam Research Corporation,$71.0B,Information Technology,Semiconductors & Semiconductor Equipment,1.09%,+1.3
LRDR,Laredo Resources Corp,$20.0M,Materials,Metals & Mining,--,+2.2
LRN,Stride Inc,$905.1M,Consumer Discretionary,Diversified Consumer Services,--,+0.6
LRSV,Link Reservations Inc,$4.5M,Industrials,Electrical Equipment,--,+1.4
LRTNF,PURE GOLD MINING INC,$808.6M,Materials,Metals & Mining,--,+1.2
LSANF,LOS ANDES COPPER LTD,$149.3M,Materials,Metals & Mining,--,+1.7
LSBK,"Lake Shore Bancorp, Inc.",$75.8M,Financials,Thrifts & Mortgage Finance,4.00%,+0.6
LSCC,Lattice Semiconductor Corp,$6.2B,Information Technology,Semiconductors & Semiconductor Equipment,--,+0.9
LSCG,Lighting Science Group Corporation,$28.3M,Industrials,Electrical Equipment,--,--
LSDAF,LASSONDE INDUSTRIES INC-CL A,$955.3M,Consumer Staples,Food Products,1.44%,-0.0
LSFG,Lifestore Financial Group Inc,$39.9M,Financials,Banks,0.76%,+1.2
LSI,Life Storage Inc,$5.6B,Real Estate,Equity Real Estate Investment Trusts (REITs),3.72%,+0.3
LSTR,"Landstar System, Inc.",$5.2B,Industrials,Road & Rail,0.63%,+1.0
LSXMA,Liberty Sirius XM Group,$4.3B,Communication Services,Media,--,+1.3
LSXMK,LIBERTY MEDIA SIRIUSXM GROUP,$9.8B,Communication Services,Media,--,+1.3
LSYN,Liberated Syndication Inc,$135.6M,Information Technology,IT Services,--,+0.7
LTBR,Lightbridge Corp,$29.2M,Industrials,Professional Services,--,+3.3
LTC,LTC Properties Inc,$1.5B,Real Estate,Equity Real Estate Investment Trusts (REITs),6.04%,+0.9
LTDH,Living 3D Holdings Inc,$113.1M,Information Technology,Software,--,--
LTEC,"LOUD Technologies, Inc.",$48.6K,Consumer Discretionary,Household Durables,--,+0.5
LTHIF,INZINC MINING LTD,$2.4M,Materials,Metals & Mining,--,+4.8
LTHM,Livent Corp,$2.9B,Materials,Chemicals,--,--
LTHUQ,Lithium Technology Corporation,$4.9M,Industrials,Electrical Equipment,--,+0.2
LTKBF,LOGISTEC CORP,$164.5M,Industrials,Transportation Infrastructure,1.09%,+1.1
LTMAQ,LATAM Airlines Group SA (ADR),$1.1B,Industrials,Airlines,--,+1.8
LTMP,Alltemp Inc,$4.2M,Materials,Chemicals,--,-0.6
LTRE,"Learning Tree International, Inc.",$5.3M,Consumer Discretionary,Diversified Consumer Services,--,+0.3
LTRPA,Liberty Tripadvisor Holdings Inc,$330.5M,Communication Services,Interactive Media & Services,--,+2.6
LTRPB,LIBERTY TRIPADVISOR HOLDINGS,$85.7M,Communication Services,Interactive Media & Services,--,+2.6
LTSC,Lightscape Technologies Inc.,$178.8K,Industrials,Electrical Equipment,--,+2.2
LTTC,Lattice Inc.,$501.0K,Information Technology,IT Services,--,+0.5
LTUM,Lithium Corporation.,$25.3M,Materials,Metals & Mining,--,+1.3
LTUS,Lotus Pharmaceuticals Inc,$222.5K,Health Care,Pharmaceuticals,--,+1.3
LUCC,Luca Inc,$45.3K,Consumer Staples,Food Products,--,--
LUMN,Centurylink Inc,$10.9B,Communication Services,Diversified Telecommunication Services,10.29%,+1.1
LUNMF,Lundin Mining Corporation (USA),$6.9B,Materials,Metals & Mining,1.34%,+1.8
LUSI,Mma Global Inc,$461.9K,Consumer Staples,Food Products,--,-1.3
LUV,Southwest Airlines Co,$26.9B,Industrials,Airlines,--,+1.2
LVBX,Levelblox Inc,$1.6M,Information Technology,Software,--,-0.1
LVNSF,LEONOVUS INC,$3.3M,Information Technology,Software,--,+1.0
LVVV,Livewire Ergogenics Inc,$9.3M,Consumer Staples,Personal Products,--,+0.3
LW,Lamb Weston Holdings Inc,$11.0B,Consumer Staples,Food Products,1.24%,+0.8
LWAY,"Lifeway Foods, Inc.",$84.1M,Consumer Staples,Food Products,--,+2.1
LWLG,"Lightwave Logic, Inc.",$90.9M,Materials,Chemicals,--,+1.1
LWSCF,SIENNA SENIOR LIVING INC,$722.7M,Health Care,Health Care Providers & Services,6.80%,+1.0
LX,LexinFintech Holdings Ltd - ADR,$1.3B,Financials,Consumer Finance,--,--
LXFR,Luxfer Holdings PLC,$452.4M,Industrials,Machinery,3.12%,+1.0
LXP,Lexington Realty Trust,$2.8B,Real Estate,Equity Real Estate Investment Trusts (REITs),4.22%,+0.6
LXP-C,Lexington Realty Trust,--,Real Estate,Equity Real Estate Investment Trusts (REITs),5.47%,--
LXRP,Lexaria Bioscience Corp,$24.0M,Health Care,Pharmaceuticals,--,+2.0
LXRX,"Lexicon Pharmaceuticals, Inc.",$505.1M,Health Care,Biotechnology,--,+2.0
LXU,"LSB Industries, Inc.",$107.3M,Materials,Chemicals,--,+2.9
LYB,LyondellBasell Industries NV,$30.6B,Materials,Chemicals,4.70%,+1.5
LYFT,LYFT Inc,$15.5B,Industrials,Road & Rail,--,--
LYG,Lloyds Banking Group PLC (ADR),$33.6B,Financials,Banks,--,+1.4
LYL,Dragon Victory International Ltd,$25.8M,Financials,Consumer Finance,--,--
LYNS,Lightyear Network Solutions Inc,$441.7K,Communication Services,Diversified Telecommunication Services,--,--
LYTS,"LSI Industries, Inc.",$216.9M,Industrials,Electrical Equipment,2.47%,+2.0
LYV,"Live Nation Entertainment, Inc.",$15.7B,Communication Services,Entertainment,--,+1.4
LZB,La-Z-Boy Incorporated,$1.9B,Consumer Discretionary,Household Durables,1.41%,+1.1
M,Macy's Inc,$3.5B,Consumer Discretionary,Multiline Retail,--,+2.2
MA,Mastercard Inc,$346.6B,Information Technology,IT Services,0.50%,+1.2
MAA,Mid-America Apartment Communities Inc,$14.1B,Real Estate,Equity Real Estate Investment Trusts (REITs),3.34%,+0.7
MAA-I,Mid-America Apartment Communities Inc,--,Real Estate,Equity Real Estate Investment Trusts (REITs),6.48%,--
MAAL,Marketing Alliance Inc,$20.2M,Financials,Insurance,11.20%,+0.1
MAC,Macerich Co,$1.8B,Real Estate,Equity Real Estate Investment Trusts (REITs),5.63%,+2.2
MACK,Merrimack Pharmaceuticals Inc,$93.7M,Health Care,Biotechnology,--,+2.5
MACQF,THEMAC RESOURCES GROUP LTD,$3.5M,Materials,Metals & Mining,--,+2.3
MAG,MAG Silver Corp (USA),$2.1B,Materials,Metals & Mining,--,+1.2
MAIN,Main Street Capital Corporation,$2.1B,Financials,Capital Markets,7.85%,+1.5
MALJF,MAGELLAN AEROSPACE CORP,$407.8M,Industrials,Aerospace & Defense,4.65%,+1.6
MAN,ManpowerGroup Inc.,$5.3B,Industrials,Professional Services,2.60%,+2.1
MANH,"Manhattan Associates, Inc.",$6.6B,Information Technology,Software,--,+1.9
MANT,Mantech International Corp,$3.5B,Information Technology,IT Services,1.45%,+0.8
MANU,Manchester United PLC,$2.7B,Communication Services,Entertainment,1.09%,+0.8
MARA,Marathon Patent Group Inc,$672.8M,Information Technology,IT Services,--,+4.5
MARK,Remark Holdings Inc,$185.7M,Consumer Discretionary,Internet & Direct Marketing Retail,--,+3.3
MAS,Masco Corp,$13.9B,Industrials,Building Products,1.04%,+1.3
MASI,Masimo Corporation,$14.9B,Health Care,Health Care Equipment & Supplies,--,+0.8
MAT,Mattel Inc,$6.1B,Consumer Discretionary,Leisure Products,--,+1.5
MATN,Mateon Therapeutics Inc,$19.7M,Health Care,Biotechnology,--,+1.5
MATW,Matthews International Corp,$928.6M,Industrials,Commercial Services & Supplies,3.01%,+1.2
MATX,Matson Inc,$2.5B,Industrials,Marine,1.62%,+1.0
MAXD,Max Sound Corp,$3.6M,Information Technology,Software,--,+2.3
MAXR,Maxar Technologies Inc,$2.3B,Industrials,Aerospace & Defense,0.11%,+1.3
MAYS,J.W. Mays Inc,$45.4M,Real Estate,Real Estate Management & Development,--,-0.1
MBCI,MabCure Inc,$193.1K,Health Care,Biotechnology,--,+0.9
MBCN,Middlefield Banc Corp,$141.7M,Financials,Banks,2.73%,+0.8
MBDE,Morris Business Development Co,$1.0M,Financials,Capital Markets,--,+4.3
MBGNF,MED BIOGENE INC,$464.0K,Health Care,Biotechnology,--,-0.7
MBI,MBIA Inc.,$352.7M,Financials,Insurance,--,+1.1
MBII,Marrone Bio Innovations Inc,$201.3M,Materials,Chemicals,--,+0.1
MBIN,Merchants Bancorp,$815.8M,Financials,Thrifts & Mortgage Finance,1.15%,--
MBIO,Mustang Bio Inc,$271.9M,Health Care,Biotechnology,--,+1.8
MBOT,Microbot Medical Inc,$50.3M,Health Care,Health Care Equipment & Supplies,--,+4.0
MBRX,Moleculin Biotech Inc,$54.5M,Health Care,Biotechnology,--,+2.1
MBT,Mobil'nye Telesistemy PAO (ADR),$8.0B,Communication Services,Wireless Telecommunication Services,11.84%,+1.2
MBUU,Malibu Boats Inc,$1.3B,Consumer Discretionary,Leisure Products,--,+1.9
MBVA,Millennium Bankshares Corporation,$9.0K,Financials,Banks,--,--
MBWM,Mercantile Bank Corp.,$440.8M,Financials,Banks,4.15%,+1.1
MBXBF,MICROBIX BIOSYSTEMS INC,$36.5M,Health Care,Biotechnology,--,+0.0
MBYMF,MOUNTAIN BOY MINERALS LTD COM NEW,$19.9M,Materials,Metals & Mining,--,+0.8
MC,Moelis & Co,$3.0B,Financials,Capital Markets,3.33%,+1.3
MCAP,Mango Capital Inc,$188.5K,Real Estate,Real Estate Management & Development,--,+2.2
MCB,Metropolitan Bank Holding Corp,$301.6M,Financials,Banks,--,--
MCBC,Macatawa Bank Corporation,$285.8M,Financials,Banks,3.84%,+0.8
MCBI,Mountain Commerce Bancorp Inc,$126.9M,Financials,Banks,--,+1.2
MCBK,Madison County Financial Inc,$91.6M,Financials,Thrifts & Mortgage Finance,1.82%,+0.2
MCBS,Metrocity Bankshares Inc,$369.4M,Financials,Banks,2.54%,--
MCCK,"Mestek, Inc.",$236.0M,Consumer Discretionary,Household Durables,--,+0.3
MCDA,KMA Holding Inc,$1.0K,Health Care,Health Care Equipment & Supplies,--,--
MCEM,Monarch Cement Co,$186.6M,Materials,Construction Materials,2.86%,+0.5
MCET,"MultiCell Technologies, Inc.",$1.5M,Health Care,Biotechnology,--,+5.6
MCFT,Mastercraft Boat Holdings Inc,$475.3M,Consumer Discretionary,Leisure Products,--,+2.3
MCHB,Mechanics Bank,$425.0M,Financials,Banks,--,+0.3
MCHP,Microchip Technology Inc.,$36.2B,Information Technology,Semiconductors & Semiconductor Equipment,1.07%,+1.7
MCHX,"Marchex, Inc.",$83.1M,Communication Services,Media,--,+1.9
MCK,McKesson Corporation,$28.2B,Health Care,Health Care Providers & Services,0.96%,+0.9
MCKRF,JADE LEADER CORP,$1.7M,Materials,Metals & Mining,--,+1.0
MCO,Moody's Corporation,$53.9B,Financials,Capital Markets,0.77%,+1.1
MCPH,Midland Capital Holdings Corp,$4.3M,Financials,Thrifts & Mortgage Finance,0.69%,+0.4
MCRB,Seres Therapeutics Inc,$2.2B,Health Care,Biotechnology,--,+4.0
MCREF,METALS CREEK RESOURCES CORP,$6.3M,Materials,Metals & Mining,--,+2.2
MCS,Marcus Corp,$401.7M,Communication Services,Entertainment,--,+2.0
MCTH,Medical Connections Holdings Inc,$367.5K,Health Care,Health Care Providers & Services,--,-1.7
MCUIF,RISE LIFE SCIENCE CORP,$199.0K,Health Care,Pharmaceuticals,--,--
MCUJF,Medicure Inc,$10.1M,Health Care,Biotechnology,--,+0.9
MCY,Mercury General Corporation,$2.8B,Financials,Insurance,4.95%,+0.4
MCZAF,"Mad Catz Interactive, Inc. (USA)",$88.2K,Consumer Discretionary,Household Durables,--,+4.5
MD,MEDNAX Inc,$2.0B,Health Care,Health Care Providers & Services,--,+2.1
MDB,Mongodb Inc,$21.2B,Information Technology,IT Services,--,--
MDC,"M.D.C. Holdings, Inc.",$3.1B,Consumer Discretionary,Household Durables,3.36%,+1.5
MDCA,MDC Partners Inc,$185.5M,Communication Services,Media,--,+0.7
MDCE,Medical Care Technologies Inc.,$1.6K,Health Care,Health Care Providers & Services,--,+2.3
MDCN,Medican Enterprises Inc,$13.5K,Health Care,Pharmaceuticals,--,--
MDGL,Madrigal Pharmaceuticals Inc,$1.7B,Health Care,Biotechnology,--,+1.0
MDIT,Medite Cancer Diagnostics Inc,$546.4K,Health Care,Health Care Equipment & Supplies,--,+1.1
MDJH,MDJM Ltd,$48.2M,Real Estate,Real Estate Management & Development,--,--
MDLA,Medallia Inc,$4.8B,Information Technology,Software,--,--
MDLH,Medical International Technology Inc,$1.1M,Health Care,Health Care Equipment & Supplies,--,+2.2
MDLY,Medley Management Inc,$26.3M,Financials,Capital Markets,--,+2.0
MDLZ,Mondelez International Inc,$82.7B,Consumer Staples,Food Products,2.18%,+0.6
MDNNF,NIOBAY METALS INC,$22.8M,Materials,Metals & Mining,--,+1.1
MDP,Meredith Corporation,$843.3M,Communication Services,Media,--,+2.3
MDPCF,MADISON PACIFIC PPTYS INC,$20.7M,Real Estate,Real Estate Management & Development,2.78%,+0.4
MDPEB,MEREDITH CORP,$203.4M,Communication Services,Media,--,+2.3
MDRR,Medalist Diversified REIT Inc,$10.6M,Real Estate,Equity Real Estate Investment Trusts (REITs),--,--
MDRX,Allscripts Healthcare Solutions Inc,$2.3B,Health Care,Health Care Technology,--,+1.2
